title,author,urls,avg_rating,num_ratings,date_published,booktok_popularity
Someone You Love (Paperback),Kristen Granata,https://www.goodreads.com/book/show/58294375-someone-you-love,3.81,"                2,328",hed ,944
Homesick for Another World (Hardcover),Ottessa Moshfegh,https://www.goodreads.com/book/show/30079724-homesick-for-another-world,3.69,"                18,495",2017,945
"Fated Throne (Zodiac Academy, #6)",Caroline Peckham,https://www.goodreads.com/book/show/53535526-fated-throne,4.51,"                26,849",2020,946
"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",Sarah J. Maas,https://www.goodreads.com/book/show/13415554-the-assassin-and-the-pirate-lord,4.22,"                40,767",2012,947
"Riot House (Crooked Sinners, #1)",Callie Hart,https://www.goodreads.com/book/show/51976550-riot-house,3.97,"                13,739",2020,948
Maybe in Another Life (Paperback),Taylor Jenkins Reid,https://www.goodreads.com/book/show/23492661-maybe-in-another-life,3.79,"                90,039",2015,949
"Escaping Conviction (Conviction, #1)",Greer Rivers,https://www.goodreads.com/book/show/55993232-escaping-conviction,3.61,"                1,602",2021,950
Balance (Off Balance #1),Lucia Franco,https://www.goodreads.com/book/show/22058103-balance,4.00,"                7,925",2016,951
Baby & the Late Night Howlers (Sweet Omegaverse #1),Kathryn Moon,https://www.goodreads.com/book/show/49205606-baby-the-late-night-howlers,4.07,"                7,495",2019,952
Bought (Highest Bidder #1),Lauren Landish,https://www.goodreads.com/book/show/33293523-bought,3.91,"                5,689",2016,953
"Cyanide (Surface Rust, #1)",Ella Fields,https://www.goodreads.com/book/show/36105074-cyanide,3.98,"                2,251",2017,954
The Road Trip (Hardcover),Beth O'Leary,https://www.goodreads.com/book/show/51405046-the-road-trip,3.62,"                51,169",2021,955
Little Dove (Kindle Edition),Layla Frost,https://www.goodreads.com/book/show/54788058-little-dove,3.93,"                9,005",hed ,956
The Kind Worth Killing (Hardcover),Peter Swanson,https://www.goodreads.com/book/show/21936809-the-kind-worth-killing,4.03,"                119,753",2015,957
"Ensnared (The Spider's Mate, #1)",Tiffany Roberts,https://www.goodreads.com/book/show/57681109-ensnared,4.01,"                4,909",2021,958
"Glow (The Plated Prisoner, #4)",Raven Kennedy,https://www.goodreads.com/book/show/58159316-glow,4.50,                404,2022,959
When Breath Becomes Air (Kindle Edition),Paul Kalanithi,https://www.goodreads.com/book/show/25899336-when-breath-becomes-air,4.38,"                527,559",2016,960
Klara and the Sun (Hardcover),Kazuo Ishiguro,https://www.goodreads.com/book/show/54120408-klara-and-the-sun,3.78,"                183,510",2021,961
"Barbarian Lover (Ice Planet Barbarians, #3)",Ruby Dixon,https://www.goodreads.com/book/show/26185583-barbarian-lover,3.90,"                25,871",2015,962
The Mothers (Hardcover),Brit Bennett,https://www.goodreads.com/book/show/28815371-the-mothers,3.90,"                99,179",2016,963
Lola & the Millionaires: Part One (Sweet Omegaverse #2),Kathryn Moon,https://www.goodreads.com/book/show/53418962-lola-the-millionaires,4.40,"                10,571",2020,964
Cultish: The Language of Fanaticism (Hardcover),Amanda Montell,https://www.goodreads.com/book/show/55338982-cultish,4.04,"                28,140",2021,965
"Hero (Hero, #1)",Samantha Young,https://www.goodreads.com/book/show/23355069-hero,4.05,"                32,080",2015,966
"Immoral Confessions (Boys of St. Augustine, #1)",R. Holmes,https://www.goodreads.com/book/show/55845539-immoral-confessions,3.53,"                2,968",2021,967
"Detransition, Baby (Hardcover)",Torrey Peters,https://www.goodreads.com/book/show/48890225-detransition-baby,4.01,"                47,207",2021,968
"Him (Him, #1)",Sarina Bowen,https://www.goodreads.com/book/show/25686927-him,4.30,"                43,866",2015,969
Ghosts (Hardcover),Dolly Alderton,https://www.goodreads.com/book/show/50042494-ghosts,3.93,"                56,312",2020,970
"The Witch King (The Witch King, #1)",H.E. Edgmon,https://www.goodreads.com/book/show/54823479-the-witch-king,3.98,"                2,843",2021,971
"The Winter King (Weathermages of Mystral, #1)",C.L. Wilson,https://www.goodreads.com/book/show/10485751-the-winter-king,4.07,"                17,123",2014,972
Yolk,Mary H.K. Choi,https://www.goodreads.com/book/show/43562313-yolk,4.05,"                15,781",2021,973
"Curse of the Night Witch (Emblem Island, #1)",Alex Aster,https://www.goodreads.com/book/show/42856678-curse-of-the-night-witch,3.92,"                1,100",2020,974
Misconduct (Paperback),Penelope Douglas,https://www.goodreads.com/book/show/23605463-misconduct,3.99,"                21,938",2015,975
The Chosen and the Beautiful (Hardcover),Nghi Vo,https://www.goodreads.com/book/show/55169019-the-chosen-and-the-beautiful,3.59,"                10,399",2021,976
"Hunting Prince Dracula (Stalking Jack the Ripper, #2)",Kerri Maniscalco,https://www.goodreads.com/book/show/33784373-hunting-prince-dracula,4.24,"                50,023",2017,977
Hush Hush (Kindle Edition),Lucia Franco,https://www.goodreads.com/book/show/44166765-hush-hush,4.03,"                5,826",2019,978
"Namesake (Fable, #2)",Adrienne Young,https://www.goodreads.com/book/show/53138025-namesake,4.09,"                30,244",2021,979
"Wake, Siren: Ovid Resung (Paperback)",Nina MacLaughlin,https://www.goodreads.com/book/show/43684703-wake-siren,3.77,"                1,271",2019,980
"Havoc at Prescott High (The Havoc Boys, #1)",C.M. Stunich,https://www.goodreads.com/book/show/48559429-havoc-at-prescott-high,4.19,"                18,990",2019,981
On the Edge (Paperback),Joanna Mazurkiewicz,https://www.goodreads.com/book/show/56466205-on-the-edge,3.57,                550,2019,982
Love at First Fight (Kindle Edition),Carrie Aarons,https://www.goodreads.com/book/show/55369927-love-at-first-fight,3.69,"                6,568",2020,983
Cast in Firelight (Hardcover),Dana Swift,https://www.goodreads.com/book/show/51630215-cast-in-firelight,3.95,"                3,381",2021,984
"When Wishes Bleed (When Wishes Bleed, #1)",Casey L. Bond,https://www.goodreads.com/book/show/53072666-when-wishes-bleed,3.98,"                5,693",2019,985
"The Never Tilting World (The Never Tilting World, #1)",Rin Chupeco,https://www.goodreads.com/book/show/36321739-the-never-tilting-world,3.82,"                3,472",2019,986
Sometimes I Lie (Paperback),Alice Feeney,https://www.goodreads.com/book/show/32326398-sometimes-i-lie,3.81,"                130,573",2017,987
"A Heart of Blood and Ashes (A Gathering of Dragons, #1)",Milla Vane,https://www.goodreads.com/book/show/46021762-a-heart-of-blood-and-ashes,3.91,"                6,307",2020,988
"Playing with Monsters (Playing with Monsters, #1)",Amelia Hutchins,https://www.goodreads.com/book/show/35919372-playing-with-monsters,4.24,"                10,217",2016,989
"Wicked Fox (Gumiho, #1)",Kat Cho,https://www.goodreads.com/book/show/42133479-wicked-fox,3.75,"                13,785",2019,990
"Devious Lies (Cruel Crown, #1)",Parker S. Huntington,https://www.goodreads.com/book/show/49240812-devious-lies,4.09,"                19,713",2019,991
Station Eleven (Hardcover),Emily St. John Mandel,https://www.goodreads.com/book/show/20170404-station-eleven,4.06,"                408,457",2014,992
Sharp Objects (Paperback),Gillian Flynn,https://www.goodreads.com/book/show/18045891-sharp-objects,4.00,"                838,424",2006,993
82년생 김지영 (Hardcover),Cho Nam-Joo,https://www.goodreads.com/book/show/35297901-82,4.18,"                76,856",2016,994
Severance (Hardcover),Ling Ma,https://www.goodreads.com/book/show/36348525-severance,3.91,"                61,027",2018,995
"The Empire of Gold (The Daevabad Trilogy, #3)",S.A. Chakraborty,https://www.goodreads.com/book/show/52166786-the-empire-of-gold,4.51,"                30,872",2020,996
Sing Me Forgotten (Hardcover),Jessica S. Olson,https://www.goodreads.com/book/show/53176389-sing-me-forgotten,3.82,"                2,415",2021,997
"Dark Shores (Dark Shores, #1)",Danielle L. Jensen,https://www.goodreads.com/book/show/41555964-dark-shores,3.96,"                6,054",2019,998
The Sword of Kaigen (Kindle Edition),M.L. Wang,https://www.goodreads.com/book/show/41886271-the-sword-of-kaigen,4.45,"                9,394",2019,999
"Twisted Loyalties (The Camorra Chronicles, #1)",Cora Reilly,https://www.goodreads.com/book/show/41460246-twisted-loyalties,3.97,"                18,881",2018,1000
"Mr. Masters (Mr. Series, #1)",T.L. Swan,https://www.goodreads.com/book/show/40222694-mr-masters,4.27,"                32,812",2018,1001
This Time Next Year (Kindle Edition),Sophie Cousens,https://www.goodreads.com/book/show/48656130-this-time-next-year,3.85,"                67,125",2020,1002
Chosen Ones (The Chosen Ones #1),Veronica Roth,https://www.goodreads.com/book/show/52486678-chosen-ones,3.62,"                20,715",2020,1003
The Wife Upstairs (Hardcover),Rachel Hawkins,https://www.goodreads.com/book/show/53137893-the-wife-upstairs,3.76,"                139,772",2021,1004
The Hunting Party (Paperback),Lucy Foley,https://www.goodreads.com/book/show/37642030-the-hunting-party,3.65,"                170,742",2018,1005
The Gravity of Us (Hardcover),Phil Stamper,https://www.goodreads.com/book/show/44281034-the-gravity-of-us,3.64,"                18,029",2020,1006
"Sea Witch (Sea Witch, #1)",Sarah Henning,https://www.goodreads.com/book/show/36502054-sea-witch,3.64,"                14,974",2018,1007
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones (Kindle Edition),James Clear,https://www.goodreads.com/book/show/40121378-atomic-habits,4.38,"                394,169",2018,1008
Midnight Sun (Hardcover),Stephenie Meyer,https://www.goodreads.com/book/show/53287484-midnight-sun,3.72,"                182,353",2020,1009
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,https://www.goodreads.com/book/show/13206760-scarlet,4.26,"                369,419",2013,1010
"Broken Knight (All Saints High, #2)",L.J. Shen,https://www.goodreads.com/book/show/52274111-broken-knight,4.23,"                43,999",2019,1011
"The Hunter (Boston Belles, #1)",L.J. Shen,https://www.goodreads.com/book/show/46038707-the-hunter,4.05,"                37,469",2020,1012
"The Beauty of Darkness (The Remnant Chronicles, #3)",Mary E. Pearson,https://www.goodreads.com/book/show/25944798-the-beauty-of-darkness,4.21,"                43,105",2016,1013
Ruinsong (Hardcover),Julia Ember,https://www.goodreads.com/book/show/52751122-ruinsong,3.53,"                2,176",2020,1014
"Beyond the Ruby Veil (Beyond the Ruby Veil, #1)",Mara Fitzgerald,https://www.goodreads.com/book/show/42248889-beyond-the-ruby-veil,3.52,"                1,492",2020,1015
"Outlander (Outlander, #1)",Diana Gabaldon,https://www.goodreads.com/book/show/10964.Outlander,4.24,"                940,391",1991,1016
With the Fire on High (ebook),Elizabeth Acevedo,https://www.goodreads.com/book/show/38739562-with-the-fire-on-high,4.21,"                70,872",2019,1017
"The Year of the Witching (Bethel, #1)",Alexis Henderson,https://www.goodreads.com/book/show/49789629-the-year-of-the-witching,3.81,"                23,897",2020,1018
"Falling Kingdoms (Falling Kingdoms, #1)",Morgan Rhodes,https://www.goodreads.com/book/show/12954620-falling-kingdoms,3.78,"                58,621",2012,1019
"Snow Like Ashes (Snow Like Ashes, #1)",Sara Raasch,https://www.goodreads.com/book/show/17399160-snow-like-ashes,3.88,"                66,830",2014,1020
"Ruin (Dark Island Scots, #1)",Jolie Vines,https://www.goodreads.com/book/show/59590133-ruin,3.79,                912,hed ,1021
"Hot Vampire Next Door: Season One (Midnight Harbor, #1)",Nikki St. Crowe,https://www.goodreads.com/book/show/59760377-hot-vampire-next-door,3.96,"                3,837",2021,1022
"Melt for Us (Holiday Masked Men, #2)",Molly Doyle,https://www.goodreads.com/book/show/59720062-melt-for-us,3.60,"                6,925",2021,1023
"Vipers and Virtuosos (Monsters & Muses, #2)",Sav R. Miller,https://www.goodreads.com/book/show/58722688-vipers-and-virtuosos,3.97,"                6,066",2021,1024
The School for Good Mothers (Hardcover),Jessamine Chan,https://www.goodreads.com/book/show/57846320-the-school-for-good-mothers,3.57,"                26,588",2022,1025
River Wild (ebook),Samantha Towle,https://www.goodreads.com/book/show/42832396-river-wild,4.12,"                11,527",2019,1026
"There Is No Devil (Sinners Duet, #2)",Sophie Lark,https://www.goodreads.com/book/show/59009957-there-is-no-devil,4.00,"                13,492",2021,1027
"Empire of Desire (Empire, #1)",Rina Kent,https://www.goodreads.com/book/show/59247763-empire-of-desire,3.97,"                8,331",2021,1028
"King of Corium (Corium University Trilogy, #1)",C. Hallman,https://www.goodreads.com/book/show/58636533-king-of-corium,3.79,"                5,041",2021,1029
"Bloody Heart (Brutal Birthright, #4)",Sophie Lark,https://www.goodreads.com/book/show/54612984-bloody-heart,4.10,"                13,415",2020,1030
"This Is Crazy (This is, #1)",Natasha Madison,https://www.goodreads.com/book/show/46137675-this-is-crazy,4.05,"                6,253",2019,1031
"Lady of Darkness (Lady of Darkness, #1)",Melissa K. Roehrich,https://www.goodreads.com/book/show/59014569-lady-of-darkness,4.29,"                1,341",2021,1032
"Change on the Fly (Totally Pucked, #1)",Maren Moore,https://www.goodreads.com/book/show/58959699-change-on-the-fly,3.77,"                4,218",hed ,1033
The Psycho (The Soldiers of Anarchy #1),Nikki J. Summers,https://www.goodreads.com/book/show/58800831-the-psycho,3.90,"                3,249",2021,1034
Inevitable (Stonewood Brothers #1),Shain Rose,https://www.goodreads.com/book/show/50727825-inevitable,3.65,"                2,360",hed ,1035
First Semester (Campus Tales #1),Q.B. Tyler,https://www.goodreads.com/book/show/41579546-first-semester,3.65,"                5,478",2018,1036
Choosing Theo (Clecanian #1),Victoria Aveline,https://www.goodreads.com/book/show/51479476-choosing-theo,4.19,"                11,883",2020,1037
Lilah (ebook),Ashlyn Montgomery,https://www.goodreads.com/book/show/56516194-lilah,4.31,"                10,558",hed ,1038
"Riggs (The Kings of Retribution, Louisiana Chapter, #1)",Sandy Alvarez,https://www.goodreads.com/book/show/50138807-riggs,4.15,"                4,912",2019,1039
"Carnal Urges (Queens & Monsters, #2)",J.T. Geissinger,https://www.goodreads.com/book/show/57101782-carnal-urges,4.33,"                13,422",2021,1040
"Filthy Rich (The Five Points' Mob Collection, #2)",Serena Akeroyd,https://www.goodreads.com/book/show/58693619-filthy-rich,4.08,"                6,460",2020,1041
"Reign of a King (Kingdom Duet, #1)",Rina Kent,https://www.goodreads.com/book/show/53401044-reign-of-a-king,4.20,"                10,072",2020,1042
Unlawful Temptations (Star-Crossed Book One),Alexandria Lee,https://www.goodreads.com/book/show/57992291-unlawful-temptations,3.90,"                1,242",hed ,1043
"The Rebel (Kingmakers, #2)",Sophie Lark,https://www.goodreads.com/book/show/57677901-the-rebel,4.32,"                9,136",2021,1044
The Masks We Wear (Kindle Edition),Lee Jacquot,https://www.goodreads.com/book/show/57064610-the-masks-we-wear,3.49,                909,2021,1045
"If the Shoe Fits (Meant to Be, #1)",Julie Murphy,https://www.goodreads.com/book/show/55660420-if-the-shoe-fits,4.03,"                19,205",2021,1046
Paradise (The Paradise Club #1),J.A. Low,https://www.goodreads.com/book/show/53042977-paradise,4.22,"                2,800",hed ,1047
Hating the Boss (paperback),Kristen Granata,https://www.goodreads.com/book/show/57626797-hating-the-boss,3.77,"                1,792",hed ,1048
"When Heroes Fall (Anti-Heroes in Love, #1)",Giana Darling,https://www.goodreads.com/book/show/48714414-when-heroes-fall,4.14,"                8,544",2021,1049
"Gods & Monsters (Gods & Monsters, #1)",Janie Marie,https://www.goodreads.com/book/show/50761366-gods-monsters,3.48,"                1,749",2012,1050
"Wolf (The Brotherhood, #1)",Penelope Black,https://www.goodreads.com/book/show/55712371-wolf,4.09,"                4,115",2020,1051
Fangirl (Kindle Edition),Rainbow Rowell,https://www.goodreads.com/book/show/16068905-fangirl,3.99,"                683,121",2013,1052
"Fighting Conviction (Conviction, #2)",Greer Rivers,https://www.goodreads.com/book/show/56780278-fighting-conviction,3.79,"                1,726",2021,1053
"Bitter Heat (Singed, #1)",Mia Knight,https://www.goodreads.com/book/show/44160830-bitter-heat,4.07,"                4,531",2019,1054
"Twisted Pride (The Camorra Chronicles, #3)",Cora Reilly,https://www.goodreads.com/book/show/43721791-twisted-pride,4.23,"                22,866",2019,1055
"Idol (VIP, #1)",Kristen Callihan,https://www.goodreads.com/book/show/29541818-idol,4.02,"                31,920",2016,1056
"Puck Me Secretly (Vancouver Wolves Hockey, #1)",Odette Stone,https://www.goodreads.com/book/show/45170538-puck-me-secretly,4.17,"                18,152",2018,1057
"Monster in His Eyes (Monster in His Eyes, #1)",J.M. Darhower,https://www.goodreads.com/book/show/21956060-monster-in-his-eyes,4.10,"                33,009",2014,1058
"Rival (Fall Away, #2)",Penelope Douglas,https://www.goodreads.com/book/show/18129852-rival,4.08,"                42,113",2014,1059
In the Ravenous Dark (Hardcover),A.M. Strickland,https://www.goodreads.com/book/show/54017941-in-the-ravenous-dark,3.84,"                3,205",2021,1060
"Addicted After All (Addicted, #5)",Krista Ritchie,https://www.goodreads.com/book/show/55475504-addicted-after-all,4.51,"                21,217",2014,1061
Captivated (Kindle Edition),Tessa Bailey,https://www.goodreads.com/book/show/40167229-captivated,3.93,"                3,780",2018,1062
"Last (Copperslane, #1)",Garnet Christie,https://www.goodreads.com/book/show/57370774-last,3.31,"                1,207",hed ,1063
Built to Fall (Kindle Edition),Julia Wolf,https://www.goodreads.com/book/show/60727479-built-to-fall,4.26,"                3,311",2021,1064
"The Sea Witch (Wicked Villains, #5)",Katee Robert,https://www.goodreads.com/book/show/52719723-the-sea-witch,3.51,"                4,224",2020,1065
The Princess Trap (Paperback),Talia Hibbert,https://www.goodreads.com/book/show/56590794-the-princess-trap,3.78,"                8,044",2018,1066
The Push (Hardcover),Ashley Audrain,https://www.goodreads.com/book/show/52476830-the-push,4.10,"                188,579",2021,1067
Some Kind of Perfect (Calloway Sisters #5),Krista Ritchie,https://www.goodreads.com/book/show/26148181-some-kind-of-perfect,4.70,"                12,471",2016,1068
Signs of Cupidity (Heart Hassle #1),Raven Kennedy,https://www.goodreads.com/book/show/41451010-signs-of-cupidity,4.18,"                13,798",2018,1069
Binding 13 (Boys of Tommen #1),Chloe Walsh,https://www.goodreads.com/book/show/40944965-binding-13,4.47,"                7,292",2018,1070
"Phoenix Unbound (Fallen Empire, #1)",Grace Draven,https://www.goodreads.com/book/show/34817019-phoenix-unbound,4.01,"                11,849",2018,1071
"City in Embers (Collector, #1)",Stacey Marie Brown,https://www.goodreads.com/book/show/23531413-city-in-embers,4.12,"                6,984",2015,1072
"The Kingdom of Copper (The Daevabad Trilogy, #2)",S.A. Chakraborty,https://www.goodreads.com/book/show/39988431-the-kingdom-of-copper,4.40,"                42,067",2019,1073
"La Mémoire de Babel (La Passe-Miroir, #3)",Christelle Dabos,https://www.goodreads.com/book/show/32903079-la-m-moire-de-babel,4.27,"                33,421",2017,1074
"The Heart of Betrayal (The Remnant Chronicles, #2)",Mary E. Pearson,https://www.goodreads.com/book/show/21569527-the-heart-of-betrayal,4.23,"                61,258",2015,1075
My Best Friend's Exorcism (Kindle Edition),Grady Hendrix,https://www.goodreads.com/book/show/41015038-my-best-friend-s-exorcism,3.98,"                54,319",2016,1076
"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,https://www.goodreads.com/book/show/20764879-a-gathering-of-shadows,4.24,"                149,141",2016,1077
"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,https://www.goodreads.com/book/show/15819028-the-golem-and-the-jinni,4.11,"                114,883",2013,1078
Baby Teeth (Hardcover),Zoje Stage,https://www.goodreads.com/book/show/35410511-baby-teeth,3.63,"                50,393",2018,1079
The Last True Poets of the Sea (Hardcover),Julia Drake,https://www.goodreads.com/book/show/41783734-the-last-true-poets-of-the-sea,3.95,"                6,896",2019,1080
The Places I've Cried in Public (Kindle Edition),Holly Bourne,https://www.goodreads.com/book/show/44004352-the-places-i-ve-cried-in-public,4.06,"                10,487",2019,1081
The Only Good Indians (Hardcover),Stephen Graham Jones,https://www.goodreads.com/book/show/52180399-the-only-good-indians,3.73,"                47,528",2020,1082
"The Program (The Program, #1)",Suzanne Young,https://www.goodreads.com/book/show/11366397-the-program,4.05,"                50,634",2013,1083
Jane Eyre (Paperback),Charlotte Brontë,https://www.goodreads.com/book/show/10210.Jane_Eyre,4.14,"                1,856,818",1847,1084
Lock Every Door (ebook),Riley Sager,https://www.goodreads.com/book/show/41837243-lock-every-door,3.91,"                127,677",2019,1085
The Great Alone (Kindle Edition),Kristin Hannah,https://www.goodreads.com/book/show/34912895-the-great-alone,4.37,"                541,349",2018,1086
"The Hundred Thousand Kingdoms (Inheritance, #1)",N.K. Jemisin,https://www.goodreads.com/book/show/6437061-the-hundred-thousand-kingdoms,3.88,"                66,047",2010,1087
"Neverwhere (London Below, #1)",Neil Gaiman,https://www.goodreads.com/book/show/14497.Neverwhere,4.17,"                477,688",1996,1088
Death in Her Hands (Hardcover),Ottessa Moshfegh,https://www.goodreads.com/book/show/52878453-death-in-her-hands,3.26,"                20,918",2020,1089
My Favorite Half-Night Stand (Paperback),Christina Lauren,https://www.goodreads.com/book/show/38357345-my-favorite-half-night-stand,3.78,"                55,106",2018,1090
Romanov (Hardcover),Nadine Brandes,https://www.goodreads.com/book/show/40590407-romanov,3.77,"                11,262",2019,1091
"The Language of Thorns: Midnight Tales and Dangerous Magic (Grishaverse, #0.5, 2.5, 2.6)",Leigh Bardugo,https://www.goodreads.com/book/show/34076952-the-language-of-thorns,4.34,"                47,197",2017,1092
Switched (Trylle #1),Amanda Hocking,https://www.goodreads.com/book/show/12180581-switched,3.87,"                97,709",2010,1093
Sawkill Girls (Hardcover),Claire Legrand,https://www.goodreads.com/book/show/38139409-sawkill-girls,3.68,"                14,962",2018,1094
The City We Became (Hardcover),N.K. Jemisin,https://www.goodreads.com/book/show/42074525-the-city-we-became,3.92,"                49,315",2020,1095
"Good Gone Bad (The Fallen Men, #3)",Giana Darling,https://www.goodreads.com/book/show/51480791-good-gone-bad,4.12,"                10,008",2018,1096
"Until Friday Night (The Field Party, #1)",Abbi Glines,https://www.goodreads.com/book/show/22522202-until-friday-night,3.93,"                52,792",2015,1097
The Whisper Man (Hardcover),Alex North,https://www.goodreads.com/book/show/41940236-the-whisper-man,4.04,"                118,248",2019,1098
The Turn of the Key (Hardcover),Ruth Ware,https://www.goodreads.com/book/show/42080142-the-turn-of-the-key,3.94,"                200,879",2019,1099
Stolen Songbird (The Malediction Trilogy #1),Danielle L. Jensen,https://www.goodreads.com/book/show/55787191-stolen-songbird,3.91,"                26,408",2014,1100
The Unrequited (Paperback),Saffron A. Kent,https://www.goodreads.com/book/show/34839067-the-unrequited,4.00,"                11,640",2017,1101
My Heart and Other Black Holes (Kindle Edition),Jasmine Warga,https://www.goodreads.com/book/show/18336965-my-heart-and-other-black-holes,3.98,"                51,813",2015,1102
Rebecca (ebook),Daphne du Maurier,https://www.goodreads.com/book/show/17899948-rebecca,4.24,"                543,446",1938,1103
When We Collided (Hardcover),Emery Lord,https://www.goodreads.com/book/show/25663637-when-we-collided,3.84,"                23,683",2016,1104
"Thunderhead (Arc of a Scythe, #2)",Neal Shusterman,https://www.goodreads.com/book/show/33555224-thunderhead,4.43,"                119,716",2018,1105
"Broken Throne (Red Queen, #4.5)",Victoria Aveyard,https://www.goodreads.com/book/show/42083967-broken-throne,3.93,"                24,626",2019,1106
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,https://www.goodreads.com/book/show/1582996.City_of_Ashes,4.13,"                852,165",2008,1107
Winterwood (Hardcover),Shea Ernshaw,https://www.goodreads.com/book/show/43822698-winterwood,3.86,"                17,198",2019,1108
"Ruthless Knight (Royal Hearts Academy, #2)",Ashley Jade,https://www.goodreads.com/book/show/50877284-ruthless-knight,4.34,"                15,908",2020,1109
"The Girl in the Tower (The Winternight Trilogy, #2)",Katherine Arden,https://www.goodreads.com/book/show/34050917-the-girl-in-the-tower,4.34,"                79,362",2017,1110
"The Other Side of the Sky (The Other Side of the Sky, #1)",Amie Kaufman,https://www.goodreads.com/book/show/40599772-the-other-side-of-the-sky,3.90,"                4,109",2020,1111
Love From A to Z (Kindle Edition),S.K. Ali,https://www.goodreads.com/book/show/40148146-love-from-a-to-z,4.16,"                14,235",2019,1112
"These Feathered Flames (These Feathered Flames, #1)",Alexandra Overy,https://www.goodreads.com/book/show/50798935-these-feathered-flames,3.84,"                1,663",2021,1113
She's Too Pretty to Burn (Hardcover),Wendy Heard,https://www.goodreads.com/book/show/51591602-she-s-too-pretty-to-burn,3.62,"                4,473",2021,1114
A Kingdom of Exiles (Outcast #1),S.B. Nova,https://www.goodreads.com/book/show/37584808-a-kingdom-of-exiles,4.13,"                6,290",2017,1115
The Leaving (Hardcover),Tara Altebrando,https://www.goodreads.com/book/show/26073074-the-leaving,3.42,"                14,125",2016,1116
Emergency Contact (Hardcover),Mary H.K. Choi,https://www.goodreads.com/book/show/35297272-emergency-contact,3.67,"                36,895",2018,1117
"The Princess Will Save You (Kingdoms of Sand and Sky, #1)",Sarah Henning,https://www.goodreads.com/book/show/43603825-the-princess-will-save-you,3.55,"                3,323",2020,1118
Everyone in This Room Will Someday Be Dead (Hardcover),Emily R. Austin,https://www.goodreads.com/book/show/55711706-everyone-in-this-room-will-someday-be-dead,3.84,"                18,477",2021,1119
Pack Up the Moon (Paperback),Kristan Higgins,https://www.goodreads.com/book/show/55445159-pack-up-the-moon,4.31,"                9,238",2021,1120
The Four Leaf (Kindle Edition),Lee Jacquot,https://www.goodreads.com/book/show/60237051-the-four-leaf,3.85,"                5,934",hed ,1121
Say You Swear,Meagan Brandy,https://www.goodreads.com/book/show/58925247-say-you-swear,4.55,"                12,662",2022,1122
"City of Gods and Monsters (House of Devils, #1)",Kayla Edwards,https://www.goodreads.com/book/show/59820919-city-of-gods-and-monsters,4.01,"                1,211",hed ,1123
"Make Me Lie (Rich Demons of Darkwood, #1)",C.R. Jane,https://www.goodreads.com/book/show/58702791-make-me-lie,4.26,"                1,675",2021,1124
The Book of Azrael (Gods and Monsters #1),Amber Nicole,https://www.goodreads.com/book/show/59986018-the-book-of-azrael,4.28,                820,hed ,1125
Set on You (Paperback),Amy Lea,https://www.goodreads.com/book/show/58784485-set-on-you,3.82,"                4,588",2022,1126
"Empire of Sin (Empire, #2)",Rina Kent,https://www.goodreads.com/book/show/58511140-empire-of-sin,4.12,"                8,102",2022,1127
Darling Girl: A Novel of Peter Pan (Hardcover),Liz Michalski,https://www.goodreads.com/book/show/58065362-darling-girl,3.62,"                7,243",hed ,1128
"The Secrets in Shadow and Blood (Season of the Vampire, #1; Fae Guardians, #4)",Lana Pecherczyk,https://www.goodreads.com/book/show/56872103-the-secrets-in-shadow-and-blood,4.14,"                2,395",2021,1129
The Girl Who Fell Beneath the Sea (Hardcover),Axie Oh,https://www.goodreads.com/book/show/56978100-the-girl-who-fell-beneath-the-sea,4.19,"                12,658",2022,1130
"A Broken Blade (The Halfling Saga, #1)",Melissa Blair,https://www.goodreads.com/book/show/59739150-a-broken-blade,4.24,"                1,162",2021,1131
My Best Friend's Sister (Kindle Edition),Q.B. Tyler,https://www.goodreads.com/book/show/50028485-my-best-friend-s-sister,3.53,"                4,210",2017,1132
"Broken Bonds (The Bonds that Tie, #1)",J. Bree,https://www.goodreads.com/book/show/58081613-broken-bonds,4.48,"                11,749",2021,1133
When I Was Yours (Kindle Edition),Samantha Towle,https://www.goodreads.com/book/show/26889041-when-i-was-yours,3.94,"                7,940",2015,1134
There's Always Someday (Paperback),Harloe Rae,https://www.goodreads.com/book/show/58503070-there-s-always-someday,3.58,"                3,299",hed ,1135
"Until Tomorrow Comes (Beauty in Lies, #1)",Adelaide Forrest,https://www.goodreads.com/book/show/56568381-until-tomorrow-comes,4.08,"                3,292",2021,1136
"The Bully (Kingmakers, #3)",Sophie Lark,https://www.goodreads.com/book/show/57731869-the-bully,4.38,"                10,588",2021,1137
The Final Girl Support Group (Hardcover),Grady Hendrix,https://www.goodreads.com/book/show/55829194-the-final-girl-support-group,3.58,"                57,376",2021,1138
"Wounded Kiss (To Be Claimed, #1)",Willow Winters,https://www.goodreads.com/book/show/55780362-wounded-kiss,3.57,"                2,491",hed ,1139
"The Confession Duet (Club Alias, #1; Confession Duet, #1-2)",K.D. Robichaux,https://www.goodreads.com/book/show/35286449-the-confession-duet,4.22,"                2,456",hed ,1140
