title,author,urls,avg_rating,num_ratings,date_published,booktok_popularity
Keeping My Bride (Kindle Edition),Angela Snyder,https://www.goodreads.com/book/show/58710714-keeping-my-bride,3.74,"                2,444",hed ,1141
"Prince Charming (Cinderella, #2)",K. Webster,https://www.goodreads.com/book/show/55509539-prince-charming,4.15,"                4,775",2021,1142
Inevitable (Kindle Edition),Kristen Granata,https://www.goodreads.com/book/show/57626816-inevitable,3.33,"                2,108",hed ,1143
"Nyx (Dark and Dirty Sinners' MC, #1)",Serena Akeroyd,https://www.goodreads.com/book/show/57227062-nyx,4.13,"                5,236",2020,1144
"Saint (Priest, #3)",Sierra Simone,https://www.goodreads.com/book/show/58131787-saint,4.23,"                3,931",2021,1145
"Wreck & Ruin (Blue Angels Motorcycle Club, #1)",Emma Slate,https://www.goodreads.com/book/show/48746342-wreck-ruin,4.20,"                6,134",2019,1146
"Famine (The Four Horsemen, #3)",Laura Thalassa,https://www.goodreads.com/book/show/49480530-famine,4.22,"                20,617",2020,1147
"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,https://www.goodreads.com/book/show/861326.The_Viscount_Who_Loved_Me,4.05,"                229,344",2000,1148
"Powerless (Powerless, #1)",Lauren Roberts,https://www.goodreads.com/book/show/58757722-powerless,4.95,"                2,768",hed ,1149
Animal (Hardcover),Lisa Taddeo,https://www.goodreads.com/book/show/55711559-animal,3.73,"                18,514",2021,1150
"The Assassin and the Underworld (Throne of Glass, #0.4)",Sarah J. Maas,https://www.goodreads.com/book/show/13546173-the-assassin-and-the-underworld,4.36,"                33,348",2012,1151
We Have Always Lived in the Castle (Paperback),Shirley Jackson,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,3.97,"                160,010",1962,1152
Dynasty (Boys of Winter #1),Sheridan Anne,https://www.goodreads.com/book/show/56430997-dynasty,4.20,"                6,514",2021,1153
"The Gilded Cage (The Prison Healer, #2)",Lynette Noni,https://www.goodreads.com/book/show/50882354-the-gilded-cage,4.41,"                8,027",2021,1154
The Marrow Thieves (Paperback),Cherie Dimaline,https://www.goodreads.com/book/show/34649348-the-marrow-thieves,4.03,"                23,996",2017,1155
Less (Kindle Edition),Andrew Sean Greer,https://www.goodreads.com/book/show/39927096-less,3.66,"                161,158",2017,1156
The Fae King's Curse (Between Dawn and Dusk #1),Jamie Schlosser,https://www.goodreads.com/book/show/50231193-the-fae-king-s-curse,3.93,"                5,125",2020,1157
"Malice (Malice Mafia, #1)",Coralee June,https://www.goodreads.com/book/show/57102723-malice,4.09,"                5,712",hed ,1158
Code Name Verity (Paperback),Elizabeth Wein,https://www.goodreads.com/book/show/11925514-code-name-verity,4.02,"                108,482",2012,1159
"Hero (The Morgan Brothers, #1)",Lauren Rowe,https://www.goodreads.com/book/show/39107847-hero,4.08,"                7,696",2018,1160
"Devious Little Liars (Saint View High, #1)",Elle Thorpe,https://www.goodreads.com/book/show/53597452-devious-little-liars,4.12,"                5,152",2020,1161
The Argonauts (Hardcover),Maggie Nelson,https://www.goodreads.com/book/show/22929741-the-argonauts,4.02,"                39,708",2015,1162
Stardust (Paperback),Neil Gaiman,https://www.goodreads.com/book/show/16793.Stardust,4.09,"                404,473",1998,1163
The Anthropocene Reviewed (Hardcover),John Green,https://www.goodreads.com/book/show/55145261-the-anthropocene-reviewed,4.40,"                58,333",2021,1164
"Mr. Sin (Sin, #1)",S.J. Tilly,https://www.goodreads.com/book/show/57169309-mr-sin,4.08,"                2,036",hed ,1165
"The Takeover (The Miles High Club, #2)",T.L. Swan,https://www.goodreads.com/book/show/52276459-the-takeover,4.49,"                42,353",2020,1166
"Stalked by the Kraken (Monstrous Matches, #1)",Lillian Lark,https://www.goodreads.com/book/show/58193892-stalked-by-the-kraken,4.04,"                4,483",2021,1167
"Throne of Power (Throne Duet, #1)",Rina Kent,https://www.goodreads.com/book/show/55855966-throne-of-power,4.03,"                7,095",2021,1168
The Undocumented Americans (Hardcover),Karla Cornejo Villavicencio,https://www.goodreads.com/book/show/41880092-the-undocumented-americans,4.43,"                16,431",2020,1169
"Beneath the Stars (Sugarlake, #1)",Emily McIntire,https://www.goodreads.com/book/show/53286911-beneath-the-stars,3.93,"                7,021",hed ,1170
When Stars Burn Out (Paperback),Carrie Aarons,https://www.goodreads.com/book/show/38768733-when-stars-burn-out,3.56,"                2,706",2018,1171
Lord of Eternal Night (Darkmourn Universe #1),Ben Alderson,https://www.goodreads.com/book/show/57996660-lord-of-eternal-night,3.68,"                2,224",2021,1172
The Taking of Jake Livingston (Hardcover),Ryan Douglass,https://www.goodreads.com/book/show/39085455-the-taking-of-jake-livingston,3.48,"                7,686",2021,1173
The Virgin Suicides (Paperback),Jeffrey Eugenides,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,3.83,"                262,151",1993,1174
"Cruel King (Royal Elite, #0)",Rina Kent,https://www.goodreads.com/book/show/53197295-cruel-king,4.12,"                15,663",2019,1175
The Dictionary of Lost Words (Paperback),Pip Williams,https://www.goodreads.com/book/show/49354511-the-dictionary-of-lost-words,4.14,"                49,003",2020,1176
If This Gets Out (Hardcover),Sophie Gonzales,https://www.goodreads.com/book/show/54738255-if-this-gets-out,4.04,"                12,465",2021,1177
The Girls (Hardcover),Emma Cline,https://www.goodreads.com/book/show/26893819-the-girls,3.49,"                185,803",2016,1178
Beasts of Prey (Hardcover),Ayana Gray,https://www.goodreads.com/book/show/56552953-beasts-of-prey,4.03,"                4,302",2021,1179
"Conventionally Yours (True Colors, #1)",Annabeth Albert,https://www.goodreads.com/book/show/49811667-conventionally-yours,3.88,"                10,182",2020,1180
How to Fail at Flirting (Paperback),Denise Williams,https://www.goodreads.com/book/show/52057698-how-to-fail-at-flirting,3.82,"                22,183",2020,1181
"The Dragon Republic (The Poppy War, #2)",R.F. Kuang,https://www.goodreads.com/book/show/41118857-the-dragon-republic,4.39,"                48,084",2019,1182
The Ghosts We Keep (Hardcover),Mason Deaver,https://www.goodreads.com/book/show/49439243-the-ghosts-we-keep,4.09,"                3,136",2021,1183
Underneath the Sycamore Tree (Kindle Edition),B. Celeste,https://www.goodreads.com/book/show/52017136-underneath-the-sycamore-tree,4.29,"                6,734",2019,1184
"Wicked (A Wicked Trilogy, #1)",Jennifer L. Armentrout,https://www.goodreads.com/book/show/22895264-wicked,3.99,"                43,530",2014,1185
How It Feels to Float (Hardcover),Helena Fox,https://www.goodreads.com/book/show/41454344-how-it-feels-to-float,4.01,"                5,905",2019,1186
"Les Disparus du Clairdelune (La Passe-Miroir, #2)",Christelle Dabos,https://www.goodreads.com/book/show/26008840-les-disparus-du-clairdelune,4.50,"                41,999",2015,1187
I Need You To Hate Me (Kindle Edition),Genicious Fox,https://www.goodreads.com/book/show/57662980-i-need-you-to-hate-me,4.10,"                4,728",2021,1188
"Capturing the Devil (Stalking Jack the Ripper, #4)",Kerri Maniscalco,https://www.goodreads.com/book/show/37539001-capturing-the-devil,4.24,"                25,063",2019,1189
"Love Her or Lose Her (Hot & Hammered, #2)",Tessa Bailey,https://www.goodreads.com/book/show/44148563-love-her-or-lose-her,3.67,"                34,535",2020,1190
"The Wolf of Oren-Yaro (Chronicles of the Bitch Queen, #1)",K.S. Villoso,https://www.goodreads.com/book/show/46207682-the-wolf-of-oren-yaro,3.69,"                2,451",2018,1191
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma (Hardcover)",Bessel van der Kolk,https://www.goodreads.com/book/show/18693771-the-body-keeps-the-score,4.48,"                89,222",2014,1192
New Moon (Hardcover),Stephenie Meyer,https://www.goodreads.com/book/show/49041.New_Moon,3.57,"                1,695,318",2006,1193
"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,https://www.goodreads.com/book/show/29939230-a-conjuring-of-light,4.33,"                120,715",2017,1194
Little Women (Paperback),Louisa May Alcott,https://www.goodreads.com/book/show/1934.Little_Women,4.12,"                1,945,175",1868,1195
The Couple Next Door (Hardcover),Shari Lapena,https://www.goodreads.com/book/show/28815474-the-couple-next-door,3.81,"                451,934",2016,1196
"Aries (The Zodiac Queen, #1)",Gemma James,https://www.goodreads.com/book/show/49664839-aries,3.71,"                2,350",2019,1197
Wuthering Heights (Paperback),Emily Brontë,https://www.goodreads.com/book/show/6185.Wuthering_Heights,3.88,"                1,565,733",1847,1198
They Never Learn (Hardcover),Layne Fargo,https://www.goodreads.com/book/show/50892240-they-never-learn,4.01,"                16,030",2020,1199
The Five: The Untold Lives of the Women Killed by Jack the Ripper (Hardcover),Hallie Rubenhold,https://www.goodreads.com/book/show/37570548-the-five,4.11,"                43,202",2019,1200
The Mercies (Hardcover),Kiran Millwood Hargrave,https://www.goodreads.com/book/show/46138193-the-mercies,4.01,"                29,485",2020,1201
Hood Feminism: Notes from the Women That a Movement Forgot (Hardcover),Mikki Kendall,https://www.goodreads.com/book/show/36687229-hood-feminism,4.40,"                35,900",2020,1202
Pet (Hardcover),Akwaeke Emezi,https://www.goodreads.com/book/show/43568395-pet,4.18,"                19,382",2019,1203
The Lives of Saints (Grishaverse),Leigh Bardugo,https://www.goodreads.com/book/show/54205369-the-lives-of-saints,4.00,"                15,451",2020,1204
Elatsoe (Hardcover),Darcie Little Badger,https://www.goodreads.com/book/show/49089632-elatsoe,4.05,"                11,882",2020,1205
"Bringing Down the Duke (A League of Extraordinary Women, #1)",Evie Dunmore,https://www.goodreads.com/book/show/43521785-bringing-down-the-duke,3.98,"                58,213",2019,1206
The Ones We're Meant to Find (Kindle Edition),Joan He,https://www.goodreads.com/book/show/44084665-the-ones-we-re-meant-to-find,3.61,"                7,746",2021,1207
"The First Sister (The First Sister Trilogy, #1)",Linden A. Lewis,https://www.goodreads.com/book/show/52378525-the-first-sister,3.89,"                4,776",2020,1208
"The Demon King (Seven Realms, #1)",Cinda Williams Chima,https://www.goodreads.com/book/show/6342491-the-demon-king,4.14,"                74,142",2009,1209
"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic,3.83,"                184,937",1979,1210
The Devil and the Dark Water (Hardcover),Stuart Turton,https://www.goodreads.com/book/show/51854625-the-devil-and-the-dark-water,3.86,"                33,959",2020,1211
"House of Bastiion (The Haidren Legacy, #1)",K.L. Kolarich,https://www.goodreads.com/book/show/55430147-house-of-bastiion,4.28,                435,hed ,1212
City of Girls (Hardcover),Elizabeth Gilbert,https://www.goodreads.com/book/show/42135029-city-of-girls,4.04,"                236,694",2019,1213
"Storm and Silence (Storm and Silence, #1)",Robert Thier,https://www.goodreads.com/book/show/24035804-storm-and-silence,4.50,"                24,918",2016,1214
"My Darling Arrow (St. Mary’s Rebels, #1)",Saffron A. Kent,https://www.goodreads.com/book/show/52194105-my-darling-arrow,3.92,"                7,978",2020,1215
"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,https://www.goodreads.com/book/show/10790290-theft-of-swords,4.21,"                61,921",2011,1216
The Sun and Her Flowers (Paperback),Rupi Kaur,https://www.goodreads.com/book/show/35606560-the-sun-and-her-flowers,4.12,"                247,574",2017,1217
Horrid (Hardcover),Katrina Leno,https://www.goodreads.com/book/show/50358142-horrid,3.60,"                10,295",2020,1218
"The Near Witch (The Near Witch, #1)",Victoria Schwab,https://www.goodreads.com/book/show/6931344-the-near-witch,3.67,"                26,757",2011,1219
"A Study in Charlotte (Charlotte Holmes, #1)",Brittany Cavallaro,https://www.goodreads.com/book/show/23272028-a-study-in-charlotte,3.77,"                53,525",2016,1220
"Warbreaker (Warbreaker, #1)",Brandon Sanderson,https://www.goodreads.com/book/show/1268479.Warbreaker,4.29,"                150,757",2009,1221
Dead Poets Society (Paperback),N.H. Kleinbaum,https://www.goodreads.com/book/show/67238.Dead_Poets_Society,4.20,"                67,596",1988,1222
"Delirium (Delirium, #1)",Lauren Oliver,https://www.goodreads.com/book/show/11614718-delirium,3.96,"                448,508",2011,1223
"Just Drop Out (Hannaford Prep, #1)",J. Bree,https://www.goodreads.com/book/show/48924855-just-drop-out,4.41,"                10,915",2019,1224
The Switch (Kindle Edition),Beth O'Leary,https://www.goodreads.com/book/show/45134200-the-switch,4.00,"                87,140",2020,1225
"Heart of Iron (Heart of Iron, #1)",Ashley Poston,https://www.goodreads.com/book/show/35181314-heart-of-iron,3.76,"                5,975",2018,1226
The Rage of Dragons (The Burning #1),Evan Winter,https://www.goodreads.com/book/show/41952489-the-rage-of-dragons,4.33,"                23,921",2017,1227
"Twisted Emotions (The Camorra Chronicles, #2)",Cora Reilly,https://www.goodreads.com/book/show/43227562-twisted-emotions,4.28,"                23,679",2019,1228
"Groupie (Rock-Hard Beautiful, #1)",C.M. Stunich,https://www.goodreads.com/book/show/34023624-groupie,4.12,"                10,915",2017,1229
"Queen of Air and Darkness (The Dark Artifices, #3)",Cassandra Clare,https://www.goodreads.com/book/show/13541056-queen-of-air-and-darkness,4.35,"                92,732",2018,1230
Breathless (Hardcover),Jennifer Niven,https://www.goodreads.com/book/show/51401773-breathless,3.86,"                12,414",2020,1231
The Falling in Love Montage (Hardcover),Ciara Smyth,https://www.goodreads.com/book/show/53066661-the-falling-in-love-montage,3.91,"                15,661",2020,1232
"Forest of a Thousand Lanterns (Rise of the Empress, #1)",Julie C. Dao,https://www.goodreads.com/book/show/33958230-forest-of-a-thousand-lanterns,3.71,"                9,043",2017,1233
"The School for Good and Evil (The School for Good and Evil, #1)",Soman Chainani,https://www.goodreads.com/book/show/42080479-the-school-for-good-and-evil,4.02,"                84,759",2013,1234
"War of Hearts (True Immortality, #1)",S. Young,https://www.goodreads.com/book/show/44293197-war-of-hearts,4.08,"                5,806",2019,1235
"Set Fire to the Gods (Set Fire to the Gods, #1)",Sara Raasch,https://www.goodreads.com/book/show/41954467-set-fire-to-the-gods,3.77,"                2,015",2020,1236
"S.T.A.G.S (S.T.A.G.S, #1)",M.A. Bennett,https://www.goodreads.com/book/show/35154365-s-t-a-g-s,3.55,"                8,117",2017,1237
A Throne of Swans (A Throne of Swans #1),Katharine Corr,https://www.goodreads.com/book/show/50066713-a-throne-of-swans,3.81,"                1,678",2019,1238
The Memory Book (Kindle Edition),Lara Avery,https://www.goodreads.com/book/show/25988934-the-memory-book,4.05,"                9,636",2016,1239
